HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
6506100000,Safety headgear,U,10,7.5,,,11/02/2020
6506910000,"Headgear, whether or not lined or trimmed other than safety headgear of plastic /rubber",KG,20,7.5,,,14/04/2020
6506990000,"Headgear, whether or not lined or trimmed other than safety headgear not made of rubber",KG,20,7.5,,,14/04/2020
6507000000,"Headbands, linings, covers, hat foundations, hat frames, peaks..., for headgear.",KG,10,7.5,,,01/04/2022
6601100000,Garden or similar umbrellas,U,20,7.5,,,11/02/2020
6601910000,Umbrellas/sun umbrellas (including walking-stick umbrellas; Having a telescopic shaft,U,20,7.5,,,11/02/2020
6601990000,Umbrellas/sun umbrellas (including walking-stick umbrells; Not having a telescopic shaft,U,20,7.5,,,11/02/2020
6602000000,"Walkingsticks, seatsticks, whips, ridingcrops and the like.",U,20,7.5,,,11/02/2020
6603200000,"Umbrella frames, including frames mounted on shafts (sticks)",KG,10,7.5,,,14/04/2020
6603900000,"Parts, trimmings and accesries of articles of heading 66.01 or 66.02: Ot",KG,10,7.5,,,14/04/2020
6701000000,Skins and parts of bird with their feathers or dow (not 05.05 and worked quills/scapes).,KG,20,7.5,,,14/04/2020
6702100000,"Artificial flowers, foliage and fruit and parts thereof; articles made of plastics.",KG,20,7.5,,,14/04/2020
6702900000,"Artificial flowers, foliage and fruit and parts thereof; not made of plastics",KG,20,7.5,,,14/04/2020
6703000000,"Human hair, dressed, thinned, bleached or worked; for use in making wigs or the like.",KG,20,7.5,,,14/04/2020
6704110000,Complete wigs of synthetic textile materials,KG,20,7.5,,,14/04/2020
6704190000,"Other False beards, eyebrows eyelashes of synthetic textile materials not complete wig",KG,20,7.5,,,14/04/2020
6704200000,"Wigs, false beards, eyebrows and eyelashes... and the like, of human hair",KG,20,7.5,,,14/04/2020
6704900000,"Wigs, false beards, eyebrows and eyelashes... and the like, of animal hair",KG,20,7.5,,,14/04/2020
6801000000,"Setts, curbstones and flagstones, of natural stone (except slate).",KG,10,7.5,,,14/04/2020
6802100000,"Tiles, cubes. whether or not rectangular, coloured, chippings and powder",KG,20,7.5,,,14/04/2020
6802210000,"Marble, travertine and alabaster",KG,20,7.5,,,14/04/2020
6802230000,Granite,KG,20,7.5,,,14/04/2020
6802290000,Other stone,KG,20,7.5,,,14/04/2020
6802910000,"Marble, travertine and alabaster",KG,20,7.5,,,14/04/2020
6802920000,calcareous stone,KG,20,7.5,,,14/04/2020
6802930000,Granite,KG,20,7.5,,,14/04/2020
6802991000,Steatite,KG,20,7.5,,,14/04/2020
6802999000,Other stones covered in this heading but not specified.,KG,20,7.5,,,14/04/2020
6803000000,Worked slate and articles of slate or of agglomerated slate.,KG,20,7.5,,,14/04/2020
6804100000,"Millstones and grindstones for milling, grinding or pulping",KG,10,7.5,,,14/04/2020
6804210000,"millstones, grindstones, grinding wheels of agglomerated synthetic or natural diamond",KG,10,7.5,,,14/04/2020
6804220000,"millstones, grindstones, grinding wheels of other agglomerated abrasives or of ceramics",KG,10,7.5,,,14/04/2020
6804230000,"millstones, grindstones, grinding wheels of natural stone",KG,10,7.5,,,14/04/2020
6804300000,Hand sharpening or polishing stones,KG,10,7.5,,,14/04/2020
6805100000,Natural or artificial abrasive powder or grain on a base of woven textile fabric only,KG,10,7.5,,,14/04/2020
6805200000,Natural or artificial abrasive powder or grain on a base of paper or paperboard only,KG,10,7.5,,,14/04/2020
6805300000,Natural or artificial abrasive powder or grain on a base of other materials,KG,10,7.5,,,14/04/2020
6806100000,"Slag wool, rock wool and similar mineral wools inc. mixures, in bulk, sheets or rolls",KG,10,7.5,,,14/04/2020
6806200000,"Exfoliated vermiculite, exp. clays and similar exp. mineral materials incl. mixtures.",KG,10,7.5,,,14/04/2020
6806900000,"Heat/soundinsulating or soundabsorbing min. material, not 68.11 & 68.12 or Chap. 69.",KG,20,7.5,,,14/04/2020
6807100000,Articles of asphalt or of similar material; In rolls,KG,20,7.5,,,14/04/2020
6807900000,Articles of asphalt or of similar material (excl. ones in rolls),KG,20,7.5,,,14/04/2020
6808000000,"Panels, boards, tiles... of veg. fibre of wood, mixed with cement or min. binders.",KG,20,7.5,,,14/04/2020
6809110000,Articles of plaster or of based on plaster faced or reinforced with paper/paperboard.,KG,20,7.5,,,14/04/2020
6809190000,"Oher articles of plaster or based on plaster, not faced or reinforced with paperboard",KG,20,7.5,,,14/04/2020
6809900000,Other articles of plaster or of compositions based on plasters not specified.,KG,20,7.5,,,14/04/2020
6810110000,"Building blocks and bricks of cement, of concrete or of artificial stone",KG,20,7.5,,,14/04/2020
6810190000,"Other Tiles, flagstones, bricks and similar articles excl. building blocks and bricks",KG,20,7.5,,,01/04/2022
6810910000,Prefabricated structural components for building or civil engineering,KG,20,7.5,,,14/04/2020
6810990000,"Articles of cement, of concrete or of artificial stone not specified in this heading",KG,20,7.5,,,14/04/2020
6811401000,"Tubes, pipes and tube or pipe fittings Containing asbestos for water supply",KG,5,7.5,,,14/04/2020
6811409000,"Other articles Containing asbestos excl. tubes, pipes",KG,20,7.5,,,14/04/2020
6811810000,Corrugated sheets not containing asbesto,KG,20,7.5,,,14/04/2020
6811820000,"Other sheets, panels, tiles and similar article but not containing asbestors",KG,20,7.5,,,14/04/2020
6811891000,"Tubes, pipes and tube or pipe fittings for water supply not containing asbestos ",KG,5,7.5,,,14/04/2020
6811899000,Other Articles not containing wsbestors not specified.,KG,20,7.5,,,14/04/2020
6812800000,Fabricated asbestos fibres; mixtures with a basis of asbestos of crocidolite,KG,20,7.5,,,14/04/2020
6812910000,"Clothing, clothing accessories, footwear... of fabricated asbestos fibre",KG,20,7.5,,,14/04/2020
6812990000,Fabricated asbestos fibres; mixtures with a basis of asbestos ... not specified,KG,20,7.5,,,14/04/2020
6813200000,"Friction material/articles thereof not mounted, for brakes/clutches containing asbestos",KG,10,7.5,,,14/04/2020
6813810000,Brake linings and pads Not containing asbestos,KG,10,7.5,,,14/04/2020
6813890000,Other friction material not containing asbestos,KG,10,7.5,,,14/04/2020
6814100000,"Plates, sheets and strips of agglomerated or reconstituted mica",KG,20,7.5,,,14/04/2020
6814900000,"Worked mica and article of mica, including agglomerated/reconstituted mica not specified",KG,20,7.5,,,14/04/2020
6815110000,-- Carbon fibres,KG,20,7.5,,,07/01/2022
6815120000,-- Fabrics of carbon fibres,KG,20,7.5,,,07/01/2022
6815130000,-- Other articles of carbon fibres,KG,20,7.5,,,07/01/2022
6815190000,-- Other,KG,20,7.5,,,07/01/2022
6815200000,Articles of peat,KG,20,7.5,,,14/04/2020
6815910000,"Article of stone or other mineral substances containing magnesite, dolomite or chromite",KG,20,7.5,,,14/04/2020
6815990000,"Articles of stone or other mineral substances, nes",KG,20,7.5,,,14/04/2020
6901000000,"Bricks, blocks, tiles and other ceramic of siliceous fossil meals of siliceous earths.",KG,20,7.5,,,14/04/2020
6902100000,"Ref. bricks, blocks, tile containing > 50 % of Mg, Ca or Cr, exp. as MgO, CaO or Cr2O3",KG,20,7.5,,,14/04/2020
6902200000,"Ref. bricks, blocks, tile containing containing >50 % of alumina, of silica its mixture",KG,20,7.5,,,14/04/2020
6902900000,"Other Refractory bricks, blocks, tiles and similar constructional goods not specified",KG,20,7.5,,,14/04/2020
6903100000,Other refractory ceramic goods containing >50 % of graphite or other ,KG,20,7.5,,,14/04/2020
6903200000,Other refractory ceramic goods containing>50 % of alumina or other carbon or its mixture,KG,20,7.5,,,14/04/2020
6903900000,Other refractory ceramic goods covered in this heading but not specified.,KG,20,7.5,,,14/04/2020
6904100000,Ceramic building bricks,500,20,7.5,,,11/02/2020
6904900000,"Flooring blocks, support or filler tiles and the like",KG,20,7.5,,,14/04/2020
6905100000,Roofing tiles,KG,20,7.5,,,14/04/2020
6905900000,"Chimneypots/ liners, cowls, architectural ornaments and ceramic constructional goods.",KG,20,7.5,,,14/04/2020
6906000000,"Ceramic pipes, conduits, guttering and pipe fittings.",KG,20,7.5,,,14/04/2020
6907210000,Of a water absorption coefficient by weight not exceeding 05 %,M2,20,7.5,20,,14/04/2020
6907220000,Of a water absorption coefficient by weight exceeding 05 % but not exceeding 10 %,M2,20,7.5,20,,14/04/2020
6907230000,Of a water absorption coefficient by weight exceeding 10 %,M2,20,7.5,20,,14/04/2020
6907300000,"Mosaic cubes and the like, other than those of subheading 690740",M2,20,7.5,35,,14/04/2020
6907400000,Finishing ceramics,M2,20,7.5,20,,14/04/2020
6909110000,"Ceramic wares for laboratory, chemical or other similar use made of porcelain or china",KG,5,7.5,,,14/04/2020
6909120000,Ceramic wares for laboratory. having a hardness = 9 or more on the Mohs scale,KG,5,7.5,,,14/04/2020
6909190000,"Ceramic wares for laboratory, chemical not specified",KG,5,7.5,,,14/04/2020
6909900000,"Ceramic troughs, tubs... used in agriculture and for the conveyance or packing of goods.",KG,5,7.5,,,14/04/2020
6910100000,"Ceramic sinks, wash basins made of porcelain or china",U,20,7.5,,,11/02/2020
6910900000,"Ceramic sinks, wash basins.. excluding porcelain or china",U,20,7.5,20,,11/02/2020
6911100000,Tableware and kitchenware of porcelain or china,KG,20,7.5,,,14/04/2020
6911900000,"Toilet articles, of porcelain or china.",KG,20,7.5,,,14/04/2020
6912001000,Tableware and kitchenware other than of porcelain or china,KG,20,7.5,,,14/04/2020
6912009000,"Toilet articles, other than of porcelain or china.",KG,20,7.5,,,14/04/2020
6913100000,Statuettes and other ornamental ceramic articles of porcelain or china,KG,20,7.5,,,14/04/2020
6913900000,Statuettes and other ornamental ceramic articles other than of porcelain or china,KG,20,7.5,,,14/04/2020
6914100000,Other ceramic articles not specified of porcelain or china,KG,20,7.5,,,14/04/2020
6914900000,Other ceramic articles not specified other than of porcelain or china,KG,20,7.5,,,14/04/2020
7001000000,Cullet and other waste and scrap of glass; glass in the mass.,KG,10,7.5,,,14/04/2020
7002100000,Glass in Balls,KG,10,7.5,,,14/04/2020
7002200000,Glass in Rods,KG,10,7.5,,,14/04/2020
7002310000,Glass in tubes of fused quartz or other fused silica,KG,20,7.5,,,14/04/2020
7002320000,Tubes of other glass with linear coefficient of expansion > 5 x 106 /K @ 0 oC to 300 oC,KG,20,7.5,,,14/04/2020
7002390000,Glass in tubes (other than microspheres of heading 70.18) not specified,KG,20,7.5,,,14/04/2020
7003120000,"Cast glass and rolled glass, in sheets, nonwired, coloured, opacified /absorbent layer",M2,20,7.5,,,11/02/2020
7003190000,"Cast glass and rolled glass, in sheets, nonwired, non coloured.",M2,20,7.5,,,11/02/2020
7003200000,"Coloured, opacified... or having absorbent layered wired Cast and rolled sheetsglass",M2,20,7.5,,,11/02/2020
7003300000,"Cast glass and rolled glass, profiles, not otherwise worked.",M2,20,7.5,,,11/02/2020
7004200000,"Drawn glass and blown glass, in sheets, nonwired, coloured, opacified /absorbent layer",M2,20,7.5,,,11/02/2020
7004900000,"Drawn glass and blown glass, non coloured.",M2,20,7.5,,,11/02/2020
7005100000,"Float glass and surface ground or polished glass, in sheets, nonwired.",M2,20,7.5,,,11/02/2020
7005210000,"Float glass, coloured throughout the mass opacified, flashed or merely surface ground",M2,20,7.5,,,11/02/2020
7005290000,"Float glass, non wired and non coloured,",M2,20,7.5,,,11/02/2020
7005300000,"Float glass and surface ground or polished glass, in sheets, wired.",M2,20,7.5,,,11/02/2020
7006000000,"Glass of heading 70.03 to 70.05, bent, edged..not framed /fitted with other materials.",KG,20,7.5,15,,14/04/2020
7007110000,"Toughened safety glassof size and shape suitable for incorporation in vehicles, aircraft",KG,20,7.5,,,14/04/2020
7007190000,"Toughened safety glassof size and shape not suitable for vehicles, aircraft",M2,20,7.5,,,11/02/2020
7007210000,"Laminated safety glass of shape suitable for incorporation in vehicles, aircraft",KG,20,7.5,,,14/04/2020
7007290000,"Laminated safety glass not suitable for incorporation in vehicles, aircraft",M2,20,7.5,,,11/02/2020
7008000000,Multiplewalled insulating units of glass.,KG,20,7.5,,,14/04/2020
7009101000,Rearview mirrors for vehicles for motorcycles and bicycles,KG,10,7.5,,,14/04/2020
7009109000,Rearview mirrors for vehicles for other vehicles,KG,10,7.5,,,14/04/2020
7009910000,Glass mirrors unframed,KG,20,7.5,,,14/04/2020
7009920000,Glass mirrors Framed,KG,20,7.5,,,14/04/2020
7010100000,Ampoules of glass,KG,10,7.5,,,14/04/2020
7010200000,"Stoppers, lids and other closures of glass",KG,10,7.5,,,14/04/2020
7010901100,"Carboys, bottles and flasks of glass > 1l",KG,10,7.5,,,14/04/2020
7010901200,"Glass Jars, pots and similar containers, including preserving jars > 1l",KG,10,7.5,,,14/04/2020
7010901900,"Other phials, ampoules and other containers, of glass, >1 l",KG,10,7.5,,,14/04/2020
7010902100,"Carboys, bottles and flasks of a capacity exceeding 0.33l =< 1l",KG,10,7.5,,,14/04/2020
7010902200,"Jars, pots... including preserving jars of a capacity exceeding 0.33l =< 1l",KG,10,7.5,,,14/04/2020
7010902900,Other containers not specified for the conveyance/packing of goods exceeding 0.33l =< 1l,KG,10,7.5,,,14/04/2020
7010903100,"Carboys, bottles and flasks exceeding 0.15l but not exceeding 0.33l:",KG,10,7.5,,,14/04/2020
7010903200,"Jars, pots and similar containers, including preserving jars > 0.15l<= 0.33l:",KG,10,7.5,,,14/04/2020
7010903900,"Other containers, of glass, used for the conveyance or packing of goods > 0.15l<= 0.33l:",KG,10,7.5,,,14/04/2020
7010904100,"Carboys, bottles and flasks of a capacity not exceeding 0.15l:",KG,10,7.5,,,14/04/2020
7010904200,"Jars, pots and similar containers, including preserving jars Of a capacity < 0.15l:",KG,10,7.5,,,14/04/2020
7010904900,Other containers not specified of glass of a capacity < 0.15 litres,KG,10,7.5,,,14/04/2020
7011100000,"Glass envelopes (including bulbs and tubes), open, and glass parts for electric lamps,",KG,20,7.5,,,14/04/2020
7011200000,"Glass envelopes (including bulbs and tubes), open, and glass parts For cathoderay tubes",KG,20,7.5,,,14/04/2020
7011900000,"Glass envelopes, open, and glass parts of unspecified use",KG,20,7.5,,,14/04/2020
7013100000,"Glassware used in office, indoor decoration...(not of heading 70.10 /70.18)glassceramics",KG,20,7.5,,,14/04/2020
7013220000,"Stemware drinking glasses, other than of glassceramics of lead crystal",KG,20,7.5,,,14/04/2020
7013280000,"Other, Stemware drinking glasses, other than of glassceramics not specified.",KG,20,7.5,,,14/04/2020
7013330000,Drinking glasses of lead crystal,KG,20,7.5,,,14/04/2020
7013370000,"Drinking glasses, other than of glass ceramics not specified.",KG,20,7.5,,,14/04/2020
7013410000,Glassware of a kind used for table or kitchen purposes made of lead crystal,KG,20,7.5,,,14/04/2020
7013420000,Glassware of used for table/kitchen. Made of lead crystal a <5 x 106/K @ 0 oC to 300 oC,KG,20,7.5,,,14/04/2020
7013490000,Other glassware of a kind used for table or kitchen purposes not specified,KG,20,7.5,,,14/04/2020
7013910000,Glassware use not specified in 70.13 made of lead crystal,KG,20,7.5,,,14/04/2020
7013990000,Other types of glassware not specified of any use.,KG,20,7.5,,,14/04/2020
7014000000,Signalling glassware and optical elements of glass excl. 70.15)not optically worked,KG,20,7.5,,,14/04/2020
7015100000,Glasses for corrective spectacles,KG,5,7.5,,,14/04/2020
7015900000,"Clock or watch glasses and similar glasses, glasses for non corrective or",KG,20,7.5,,,14/04/2020
7016100000,Glass cubes and other glass smallwares for mosaics or similar decorative purposes,KG,20,7.5,,,14/04/2020
7016900000,"Paving blocks... and articles of pressed/moulded glass, for building/const. purposes;",KG,20,7.5,,,14/04/2020
7017100000,"Laboratory, hygienic /pharmaceutical glassware, made of fused quartz or fused silica",KG,5,7.5,,,14/04/2020
7017200000,"Lab., pharma.. glassware, with linear coef. expansion < 5 x 106/Kelvin @ 0 oC - 300 oC",KG,5,7.5,,,14/04/2020
7017900000,"Lab., hygienic or pharmaceutical glassware, not specified in 70.17",KG,10,7.5,,,14/04/2020
7018100000,"Glass beads, imitation pearls, imitation precious...and similar glass smallwares",KG,20,7.5,,,14/04/2020
7018200000,Glass microspheres not exceeding 1 mm in diameter,KG,20,7.5,,,14/04/2020
7018900000,"Glass eyes not prosthetic articles; statuettes, ornaments , not imitation jewellery",KG,20,7.5,,,14/04/2020
7019110000,"Glass fibres and articles thereof Chopped strands, of a length of =< 50 mm",KG,10,7.5,,,14/04/2020
7019120000,Rovings ( long and narrow bundle of glass fiber),KG,10,7.5,,,14/04/2020
7019130000,"-- Other yarn, slivers",KG,10,7.5,,,07/01/2022
7019140000,-- Mechanically bonded mats,KG,10,7.5,,,07/01/2022
7019150000,-- Chemically bonded mats,KG,10,7.5,,,07/01/2022
7019190000,Other,KG,10,7.5,,,14/04/2020
7019610000,-- Closed woven fabrics of rovings,KG,20,7.5,,,07/01/2022
7019620000,-- Other closed fabrics of rovings,KG,20,7.5,,,07/01/2022
7019630000,"-- Closed woven fabrics, plain weave, of yarns, not coated or laminated",KG,20,7.5,,,07/01/2022
7019640000,"-- Closed woven fabrics, plain weave, of yarns, coated or laminated",KG,20,7.5,,,07/01/2022
7019650000,-- Open woven fabrics of a width not exceeding 30 cm,KG,20,7.5,,,07/01/2022
7019660000,-- Open woven fabrics of a width exceeding 30 cm,KG,20,7.5,,,07/01/2022
7019690000,-- Other,KG,20,7.5,,,07/01/2022
7019710000,-- Veils (thin sheets),KG,20,7.5,,,07/01/2022
7019720000,-- Other closed fabrics,KG,20,7.5,,,07/01/2022
7019730000,-- Other open fabrics,KG,20,7.5,,,07/01/2022
7019800000,- Glass wool and articles of glass wool,KG,20,7.5,,,07/01/2022
7019900000,Glass fibres and articles thereof (woven or not) not specified or mentioned in 70.19.,KG,20,7.5,,,14/04/2020
7020001000,Fishing floats for fishing nets made of glass,KG,5,7.5,,,14/04/2020
7020009000,Other articles of glass not specified.,KG,20,7.5,,,14/04/2020
7101100000,Natural pearls,KG,5,7.5,,,14/04/2020
7101210000,Unworked Cultured pearls,KG,5,7.5,,,14/04/2020
7101220000,Worked Cultured pearls,KG,10,7.5,,,14/04/2020
7102100000,Unsorted Diamonds,CRT,5,7.5,,,11/02/2020
7102210000,"Diamonds, Unworked or simply sawn, cleaved or bruted",CRT,5,7.5,,,11/02/2020
7102290000,Other industrial diamonds not specified.,CRT,10,7.5,,,11/02/2020
7102310000,"Diamonds, Unworked or simply sawn, cleaved or bruted",CRT,5,7.5,,,11/02/2020
7102390000,Other non industrial diamonds not specified.,CRT,10,7.5,,,11/02/2020
7103100000,"Precious stones and semiprecious stones, unworked or simply sawn or roughly shaped",KG,5,7.5,,,14/04/2020
7103910000,"Rubies, sapphires and emeralds",CRT,10,7.5,,,11/02/2020
7103990000,"Precious /semiprecious stones, other than diamonds worked not specified in 71.03",CRT,10,7.5,,,11/02/2020
7104100000,Piezoelectric quartz,KG,5,7.5,,,14/04/2020
7104210000,-- Diamonds,KG,5,7.5,,,07/01/2022
7104290000,-- Other,KG,5,7.5,,,07/01/2022
7104910000,-- Diamonds,KG,5,7.5,,,07/01/2022
7104990000,-- Other,KG,5,7.5,,,07/01/2022
7105100000,Dust and powder of natural or synthetic precious or semiprecious stones made of diamonds,CRT,5,7.5,,,11/02/2020
7105900000,Dust and powder of natural or synthetic precious or semiprecious stones not specified,KG,5,7.5,,,14/04/2020
7106100000,Silver (including silver plated with gold or platinum) in powder form.,KG,5,7.5,,,14/04/2020
7106910000,Silver (incl. silver plated with gold or platinum)unwrought,KG,5,7.5,,,14/04/2020
7106920000,Silver (incl. silver plated with gold or platinum) in semimanufactured forms,KG,10,7.5,,,14/04/2020
7107000000,"Base metals clad with silver, not further worked than semimanufactured.",KG,10,7.5,,,14/04/2020
7108110000,Nonmonetary Gold (including gold plated with platinum) in Powder form,KG,5,7.5,,,14/04/2020
7108120000,Nonmonetary Gold (including gold plated with platinum) in other unwrought forms,KG,5,7.5,,,14/04/2020
7108131000,Gold bullion,KG,10,7.5,,,14/04/2020
7108139000,"Other semimanufactured forms of Gold, not specified or included in this heading",KG,10,7.5,,,14/04/2020
7108200000,Monetary Gold (including gold plated with platinum) in any form,KG,10,7.5,,,14/04/2020
7109000000,"Base metals or silver, clad with gold, not further worked than semimanufactured.",KG,10,7.5,,,14/04/2020
7110110000,Platinum  unwrought or in powder form,KG,5,7.5,,,14/04/2020
7110190000,"Platinum, unwrought or in semi manufactured form",KG,10,7.5,,,14/04/2020
7110210000,Palladium unwrought or in powder form,KG,5,7.5,,,14/04/2020
7110290000,"Platinum, unwrought or in semimanufactur Other",KG,10,7.5,,,14/04/2020
7110310000,Rhodium unwrought or in powder form,KG,5,7.5,,,14/04/2020
7110390000,"Platinum, unwrought or in semi manufacturedform",KG,10,7.5,,,14/04/2020
7110410000,"Iridium, osmium and ruthenium, unwrought or in powder form",KG,5,7.5,,,14/04/2020
7110490000,"Iridium, osmium and ruthenium, unwrought or in semimanufactur Other",KG,10,7.5,,,14/04/2020
7111000000,"Base metals, silver or gold, clad with platinum, not further worked, semimanufactured.",KG,10,7.5,,,14/04/2020
7112300000,Ash containing precious metal or precious metal compounds,KG,10,7.5,,,14/04/2020
7112910000,"Waste and scrap of gold, metal clad with gold, excl. sweepings containing other metals",KG,10,7.5,,,14/04/2020
7112920000,"Waste/scrap of platinum, metal clad with platinum, excl. sweepings with precious metals",KG,10,7.5,,,14/04/2020
7112990000,Waste/scrap of precious metal or of metal clad with precious metalnot specified in 71.12,KG,10,7.5,,,14/04/2020
7113110000,Articles of jewellery and parts of silver.,KG,20,7.5,,,14/04/2020
7113190000,Articles of jewellery and parts of other precious metals.,KG,20,7.5,,,14/04/2020
7113200000,Articles of jewellery and parts thereoo of base metal clad with precious metal,KG,20,7.5,,,14/04/2020
7114110000,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of silver.",KG,20,7.5,,,14/04/2020
7114190000,"Articles of goldsmiths' or silversmiths' wares and parts, of other precious metal.",KG,20,7.5,,,14/04/2020
7114200000,Articles of goldsmiths' or silversmiths'... of base metal clad with precious metal,KG,20,7.5,,,14/04/2020
7115100000,"Precious metal Catalysts in the form of wire cloth or grill, of platinum",KG,20,7.5,,,14/04/2020
7115900000,Other articles of precious metal not specified.,KG,20,7.5,,,14/04/2020
7116100000,Articles of natural or cultured pearls,KG,20,7.5,,,14/04/2020
7116200000,"Articles of precious or semiprecious stones (natural, synthetic or reconstructed)",KG,20,7.5,,,14/04/2020
7117110000,Imitation jewellery of base metal; Cufflinks and studs,KG,20,7.5,,,14/04/2020
7117190000,Imitation jewellery of base metal; other than Cufflinks and studs,KG,20,7.5,,,14/04/2020
7117900000,Other Imitation jewellery not specified in 71.17.,KG,20,7.5,,,14/04/2020
7118100000,"Coin (other than gold coin), not being legal tender",KG,20,7.5,,,14/04/2020
7118900000,Coin (Legal tender).,KG,0,7.5,,,14/04/2020
7201100000,Nonalloy pig iron containing by weight 0.5 % or less of phosphorus,KG,5,7.5,,,14/04/2020
7201200000,Nonalloy pig iron containing by weight more than 0.5 % of phosphorus,KG,5,7.5,,,14/04/2020
7201500000,Alloy pig iron; spiegeleisen,KG,5,7.5,,,14/04/2020
7202110000,Ferromanganese containing by weight more than 2 % of carbon,KG,5,7.5,,,14/04/2020
7202190000,Ferromanganese containing by weight less than 2 % of carbon,KG,5,7.5,,,14/04/2020
7202210000,Ferrosilicon containing by weight more than 55 % of silicon,KG,5,7.5,,,14/04/2020
7202290000,Ferrosilicon containing by weight less than 55 % of silicon,KG,5,7.5,,,14/04/2020
7202300000,Ferro-silico-manganese,KG,5,7.5,,,14/04/2020
7202410000,Ferrochromium Containing by weight more than 4 % of carbon,KG,5,7.5,,,14/04/2020
7202490000,Ferrochromium Containing by weight less than 4 % of carbon,KG,5,7.5,,,14/04/2020
7202500000,Ferrosilicochromium,KG,5,7.5,,,14/04/2020
7202600000,Ferro-nickel,KG,5,7.5,,,14/04/2020
7202700000,Ferro-molybdenum,KG,5,7.5,,,14/04/2020
7202800000,Ferro-tungsten and ferro-silicotungsten,KG,5,7.5,,,14/04/2020
7202910000,Ferro-titanium and ferro-silicotitanium,KG,5,7.5,,,14/04/2020
7202920000,Ferro-vanadium,KG,5,7.5,,,14/04/2020
7202930000,Ferro-niobium,KG,5,7.5,,,14/04/2020
7202990000,Other Ferroalloys not specified in 72.02.,KG,5,7.5,,,14/04/2020
7203100000,Ferrous products obtained by direct reduction of iron ore,KG,0,7.5,,,29/09/2021
7203900000,Ferrous products obtained by direct reduction of other spongy ferrous products,KG,0,7.5,,,29/09/2021
7204100000,Waste and scrap of cast iron,KG,5,7.5,,,14/04/2020
7204210000,Waste and scrap of stainless steel,KG,5,7.5,,,14/04/2020
7204290000,Waste and scrap of alloy steel excluding stainless steel,KG,5,7.5,,,14/04/2020
7204300000,Waste and scrap of tinned iron or steel,KG,5,7.5,,,14/04/2020
7204410000,"Turnings, shavings, chips, milling waste... of iron or steel whether or not in bundles",KG,5,7.5,,,14/04/2020
7204490000,Other waste and scrap not specified in 72.04,KG,5,7.5,,,14/04/2020
7204500000,Remelting scrap ingots,KG,5,7.5,,,14/04/2020
7205100000,"Granules of pig iron, spiegeleisen, iron or steel.",KG,5,7.5,,,14/04/2020
7205210000,Powders of alloy steel,KG,5,7.5,,,14/04/2020
7205290000,Powders of other granules of iron and steel other than alloy steel,KG,5,7.5,,,14/04/2020
7206100000,Ingots of Iron and nonalloy steel,KG,5,7.5,,,14/04/2020
7206900000,Iron and nonalloy steel in other primary forms (excluding iron of heading 72.03),KG,5,7.5,,,14/04/2020
7207110000,Semifinished product of iron or nonalloy steel with <0.25% carbon (rectangle or sqaure),KG,5,7.5,,,14/04/2020
7207120000,"Other, of rectangular (other than square) crosssection",KG,5,7.5,,,14/04/2020
7207190000,"Semiproducts of iron or nonalloy steel, <0.25% carbon, nes",KG,5,7.5,,,14/04/2020
7207200000,Containing by weight 0.25 % or more of carbon,KG,5,7.5,,,14/04/2020
7208100000,"In coils, not further worked than hotrolled, with patterns in relief",KG,5,7.5,,,01/04/2022
7208250000,Of a thickness of 4.75 mm or more,KG,5,7.5,,,01/04/2022
7208260000,Of a thickness of 3 mm or more but less than 4.75 mm,KG,5,7.5,,,01/04/2022
7208270000,Of a thickness of less than 3 mm,KG,5,7.5,,,01/04/2022
7208360000,Of a thickness exceeding 10 mm,KG,5,7.5,,,01/04/2022
7208370000,Of a thickness of 4.75 mm or more but not exceeding 10 mm,KG,5,7.5,,,01/04/2022
7208380000,Of a thickness of 3 mm or more but less than 4.75 mm,KG,5,7.5,,,01/04/2022
7208390000,Of a thickness of less than 3 mm,KG,5,7.5,,,01/04/2022
7208400000,"Not in coils, not further worked than hotrolled, with patterns in relief",KG,5,7.5,,,01/04/2022
7208510000,Of a thickness exceeding 10 mm,KG,5,7.5,,,01/04/2022
7208520000,Of a thickness of 4.75 mm or more but not exceeding 10 mm,KG,5,7.5,,,01/04/2022
7208530000,Of a thickness of 3 mm or more but less than 4.75 mm,KG,10,7.5,,,01/04/2022
7208540000,Of a thickness of less than 3 mm,KG,10,7.5,,,01/04/2022
7208900000,Flatrolled products of iron or nonalloy Other,KG,10,7.5,,,01/04/2022
7209150000,Of a thickness of 3 mm or more,KG,5,7.5,,,14/04/2020
7209160000,Of a thickness exceeding 1 mm but less than 3 mm,KG,5,7.5,,,14/04/2020
7209170000,Of a thickness of 0.5 mm or more but not exceeding 1 mm,KG,5,7.5,10,,14/04/2020
7209180000,Of a thickness of less than 0.5 mm,KG,5,7.5,15,,29/09/2021
7209250000,Of a thickness of 3 mm or more,KG,10,7.5,,,14/04/2020
7209260000,Of a thickness exceeding 1 mm but less than 3 mm,KG,10,7.5,,,14/04/2020
7209270000,Of a thickness of 0.5 mm or more but not exceeding 1 mm,KG,10,7.5,10,,14/04/2020
7209280000,Of a thickness of less than 0.5 mm,KG,10,7.5,10,,14/04/2020
7209900000,Flatrolled products of iron or nonalloy Other,KG,10,7.5,,,14/04/2020
7210110000,Of a thickness of 0.5 mm or more,KG,5,7.5,,,14/04/2020
